,source,target,weight
2692,Manager/Associate Director  Strategic Planning,Senior Software Engineer,1
2693,Principal,Associate Principal,1
2694,Associate Principal,Associate Director,1
2695,Associate Director,Summer Associate,1
2696,Summer Associate,Consultant,1
2697,Consultant,Engagement Manager,1
2698,Principal,Director  Strategic Services,1
2699,Director  Strategic Services,Director  Presales Solution Management  Americas,1
2700,Director  Presales Solution Management  Americas,Business Development Manager,1
2701,Business Development Manager,Sales Engineer Manager  Southwest,1
2702,Sales Engineer Manager  Southwest,Consulting Technical Sales Specialist,1
2703,Consulting Technical Sales Specialist,Senior Sales Engineer  Central Region,1
2704,Senior Sales Engineer  Central Region,Manager  Sales Engineering  Central Region,1
2705,Manager  Sales Engineering  Central Region,Manager  Business Consulting  Southeast,1
2706,Manager  Business Consulting  Southeast,Senior Software Engineer,1
2707,Senior Software Engineer,Principal Software Architect,1
2708,Principal Software Architect,Team Lead  Simulation Software,1
2709,Team Lead  Simulation Software,Marketing Intern  Quality Assurance,1
2710,Senior Engineering Manager  AEM Mobile (Digital Publishing),Engineering Manager  Digital Publishing,1
2711,Engineering Manager  Digital Publishing,Lead Software Engineer  Platform Services,1
2712,Network Engineer,Consultant/Contractor,1
2713,Consultant/Contractor,Technical solutions consultant,1
2714,Technical solutions consultant,Owner,1
2715,Technical Communicator (contract),Senior/Sole Technical Writer,1
2716,Senior/Sole Technical Writer,Advisory Software Engineer (User Assistance/Human Factors),1
2717,Advisory Software Engineer (User Assistance/Human Factors),Principal Technical Writer,1
2718,Principal Technical Writer,Author,1
2719,Author,Senior Staff Technical Writer/Editor,1
2720,Senior Staff Technical Writer/Editor,International Customer Service Representative,1
2721,Cloud  Openstack Engineer,Manager  Systems Engineering,1
2722,Manager  Systems Engineering,Principal Systems Engineer,1
2723,Senior Product Manager - Growth,Product Owner - Video Analytics Platform,1
2724,Product Owner - Video Analytics Platform,Senior Solution Manager (Product management for 3rd party integration),1
2725,Senior Solution Manager (Product management for 3rd party integration),Senior Product Manager (Acted as head of product management - Security & Teleco Cloud/NFV),1
2726,Senior Product Manager (Acted as head of product management - Security & Teleco Cloud/NFV),Senior Product Manager - JUNOS product & portfolio management,1
2727,Senior Product Manager - JUNOS product & portfolio management,Senior Technical Marketing Engineer - Datacenter,1
2728,Senior Technical Marketing Engineer - Datacenter,Global Escalation Mangement,1
2729,Global Escalation Mangement,Escalation Engineer,1
2730,Escalation Engineer,Senior engineer  Global JTAC,1
2731,Senior engineer  Global JTAC,System Engineer,1
2732,System Engineer,System Engineer / WAN Optimization Technical Evangelist,1
2733,System Engineer / WAN Optimization Technical Evangelist,Network Consulting Engineer,1
2734,Principal Sales Consultant / Oracle Enterprise Architect,Principal Systems Engineer,1
2735,Senior Director of Product Marketing & Principal Developer Evangelist,Director of Technical Platform Marketing,1
2736,Director of Technical Platform Marketing,Chief Marketing Officer,1
2737,Chief Marketing Officer,Head of Product Marketing,1
2738,Head of Product Marketing,Director of Product Management - Microsoft Azure,1
2739,Director of Product Management - Microsoft Azure,Group Product Manager - WebSphere Portal,1
2740,Group Product Manager - WebSphere Portal,Senior Director  Product Marketing - WebLogic Enterprise Platform,1
2741,Senior Director  Product Marketing - WebLogic Enterprise Platform,Director  Product Management,1
2742,Director  Product Management,Director  Product Management (Vantive was acquired by PSFT),1
2743,Director  Product Management (Vantive was acquired by PSFT),Account Executive,1
2744,Interim Head of People Operations at Verily,Associate Director  Human Resources,1
2745,Associate Director  Human Resources,Manager  Talent Management,1
2746,Manager  Talent Management,Manager  Performance Management,1
2747,Manager  Performance Management,Business Development Manager,1
2748,Business Development Manager,Experienced Consultant,1
2749,Global Community Leader  Success Management,Sales Consulting Manager,1
2750,Sales Consulting Manager,Senior Product Manager / Consultant,1
2751,Senior Product Manager / Consultant,Consultant,1
2752,Software Engineer,Sr.Software Engineer,1
2753,Senior Communication Strategist,Global Communications Director/PR Director,1
2754,Global Communications Director/PR Director,Senior Manager  Strategic Messaging,1
2755,Senior Manager  Strategic Messaging,Vice President  Public Relations,1
2756,Vice President  Public Relations,Vice President,1
2757,Vice President,External Communications Director  Corporate Communications,1
2758,Advisory Board Member,Product Strategy and Management - CDN  Storage  CloudDVR,1
2759,Product Strategy and Management - CDN  Storage  CloudDVR,Manager  Product Marketing,1
2760,Manager  Product Marketing,Lead Software Developer,1
2761,Start-up Consultant and Advisor,Director Business Development,1
2762,Director Business Development,Strategic Business Development,1
2763,Ericsson Backoffice Engineer for NSN Network in Dubai,NSN Core Consultant in Brazil,1
2764,Senior Security Specialist,Consulting Systems Engineer - Security,1
2765,Consulting Systems Engineer - Security,System Engineer,1
2766,System Engineer,Consulting Systems Engineer,1
2767,Consulting Systems Engineer,Senior Systems Engineer,2
2768,Senior Systems Engineer,Senior Sales Engineer - Carrier,1
2769,Senior Sales Engineer - Carrier,Senior Consulting Engineer,1
2770,Senior Consulting Engineer,Senior Sales Engineer,1
2771,Senior Sales Engineer,Team Lead /Senior Sales Engineer,1
2772,Team Lead /Senior Sales Engineer,Senior System Administrator (Team Lead),1
2773,Senior System Administrator (Team Lead),Information Systems Coordinator,1
2774,Manager  Technical Marketing,Technical Marketing Engineer  Wireless Products,1
2775,Technical Marketing Engineer  Wireless Products,Technical Marketing Manager,1
2776,Quantitative Analyst,Statistical Methodologist,1
2777,Statistical Methodologist,Ph.D.,1
2778,Chief Communications Officer,VP  Global Communications & Advertising,1
2779,VP  Global Communications & Advertising,General Manager  Communications  Microsoft Office Division,1
2780,Director  Pre-Sales Solutions Architecture,Senior Manager  Pre-Sales and Technical Services,1
2781,Senior Manager  Pre-Sales and Technical Services,Senior Systems Engineer - Software Defined Enterprise,1
2782,Senior Systems Engineer - Software Defined Enterprise,Private Cloud - Senior Solutions Consultant,1
2783,Private Cloud - Senior Solutions Consultant,Pre-Sales - Information Management,1
2784,Pre-Sales - Information Management,Business Development Manager,1
2785,Business Development Manager,Senior Sales Engineer,1
2786,Senior Sales Engineer,Sales Engineer,2
2787,Sales Engineer,Technical Pre-Sales Intern,1
2788,Senior Product Manager  HRSM Content Management and Demo Support,Senior Solution Architect,1
2789,Senior Solution Architect,Senior Sales Consultant,1
2790,Senior Sales Consultant,Product Manager,1
2791,Product Manager,partner resources manager (HR Manager),1
2792,partner resources manager (HR Manager),partner resources (HR) manager  Store Development,1
2793,partner resources (HR) manager  Store Development,manager  Global Staffing Operations,1
2794,manager  Global Staffing Operations,program manager - Staffing Operations,1
2795,program manager - Staffing Operations,recruiter  NW Region,1
2796,recruiter  NW Region,Senior Recruiter,1
2797,Senior Recruiter,Manager  Employment & Diversity Programs,1
2798,Manager  Employment & Diversity Programs,Recruiter,1
2799,Limited Partner,Venture Partner,1
2800,Venture Partner,Board of Directors Member,1
2801,Board of Directors Member,Angel Investor,1
2802,Angel Investor,Angel Investor & Board of Directors Observer,1
2803,Angel Investor & Board of Directors Observer,Angel Investor & Advisory Board Member,1
2804,Angel Investor & Advisory Board Member,Board of Directors Member & Co-Founder,1
2805,Board of Directors Member & Co-Founder,Advisory Board Member,1
2806,Advisory Board Member,Angel Investor,1
2807,Angel Investor,Advisory Board Member,1
2808,Advisory Board Member,Mentor,1
2809,Mentor,Angel Investor,1
2810,Angel Investor,CEO & Co-Founder  Board Member,1
2811,CEO & Co-Founder  Board Member,Marketing Manager,1
2812,Marketing Manager,VP  Market Development,1
2813,VP  Market Development,Strategic Development,1
2814,Strategic Development,VP  Business Development,1
2815,VP  Business Development,Co-Founder,1
2816,Co-Founder,Entrepreneur-in-Residence (EIR),1
2817,SVP  Global Director  Learning and Performance Management - Human Resources,VP  Talent Management - Human Resources,1
2818,VP  Talent Management - Human Resources,Senior Director  Talent • Human Resources,1
2819,Vice President Engineering,Worldwide Chief Technologist - Digital Transformation Solutions; Cloud Chief Technologist,1
2820,Worldwide Chief Technologist - Digital Transformation Solutions; Cloud Chief Technologist,Industrial Advisor to PhD School,1
2821,Advisory Board Member,President Board of Directors,1
2822,President Board of Directors,Senior Director  Global Partner Sales & Business Development,1
2823,Director Product Marketing Service Provider & Data Center Routing  Network Visibility and Analytics,Director Product Marketing Routing  Application Delivery and Software Networking,1
2824,Director Product Marketing Routing  Application Delivery and Software Networking,Director Marketing & Business Development,1
2825,Director Marketing & Business Development,Vice President Marketing  Product Management & Business Development,1
2826,Vice President Marketing  Product Management & Business Development,Principal,1
2827,Principal,Marketing & Product Management,1
2828,Marketing & Product Management,Sales  Technical Marketing  Product Management,1
2829,Sales  Technical Marketing  Product Management,Management Consulting,1
2830,Management Consulting,User Support Services,1
2831,User Support Services,Intern,1
2832,Global Alliance Manager,Global Partner Manager,1
2833,Global Partner Manager,Regional Sales Manager,1
2834,Regional Sales Manager,National Sales Manager,1
2835,National Sales Manager,Corporate Marketing Manager,1
2836,Corporate Marketing Manager,Corporate Product Manager,1
2837,Senior Director  Solutions Architecture  Americas,Director Presales and Solution Architecture  Central & Public Sector,1
2838,Director Presales and Solution Architecture  Central & Public Sector,Director  VMware,1
2839,Director  VMware,Director  Pre-Sales  Americas,1
2840,Director  Pre-Sales  Americas,Director  Pre-Sales  US East,1
2841,Director  Pre-Sales  US East,Area Technical Director,1
2842,Area Technical Director,Director Pre-Sales,1
2843,Director Pre-Sales,Manager  Pre Sales,1
2844,Manager  Pre Sales,Senior Director  Systems Engineering,1
2845,Senior Director  Systems Engineering,Manager  Systems Engineering,1
2846,Manager  Systems Engineering,Senior Consultant,1
2847,Lead Security Architect Contractor & Site Lead (NorthTide),Senior Security Engineer - Post Sales,1
2848,Senior Security Engineer - Post Sales,Senior Network Security Engineer (FSET) for Navy (ITT),1
2849,Senior Network Security Engineer (FSET) for Navy (ITT),DISA Circuit Manager Contractor for Navy in the Far East (ITT),1
2850,DISA Circuit Manager Contractor for Navy in the Far East (ITT),Security Compliance Contractor for Navy's ONE-NET (ITT),1
2851,Security Compliance Contractor for Navy's ONE-NET (ITT),Lead Network Engineer Contractor in Far East for Navy's ONE-NET build out (ITT),1
2852,Lead Network Engineer Contractor in Far East for Navy's ONE-NET build out (ITT),Network Engineer Contractor on NMCI Project (EDS),1
2853,Network Engineer Contractor on NMCI Project (EDS),IT Manager for small overseas office,1
